name,county,city,state,zip,phone,website,facebook,twitter,has_email,address
Huron County Public Health,Huron,Norwalk,OH,44857,(419) 668-1652,http://www.huroncohealth.com,https://www.facebook.com/huroncohealth,https://twitter.com/huroncohealth,True,"28 Executive Drive Norwalk, OH 44857-1168"
Jackson County Health Department,Jackson,Jackson,OH,45640,(740) 286-5094,https://www.jacksoncountyhealthdepartment.net/,https://www.facebook.com/jacksoncopublichealth,https://twitter.com/jacksoncohd,True,"102 Twin Oaks DR Jackson, OH 45640-9506"
Jefferson County General Health District,Jefferson County General,Steubenville,OH,43952,(740) 283-8530,http://www.jchealth.com,https://www.facebook.com/Jeffersoncountyhealthdepartment/,,True,"500 Market St Fl 6Th Steubenville, OH 43952-2871"
Kent City Health Department,Kent,Kent,OH,44240,(330) 678-8109,https://www.kentohio.gov/business-building-development/health-department/,https://www.facebook.com/kentpublichealth,,True,"201 E Erie ST Ste G Kent, OH 44240-3633"
Kenton-Hardin Health Department,Kenton-Hardin,Kenton,OH,43326,(419) 673-6230,https://hardinhealth.org/,https://www.facebook.com/KentonHardinHealth/,https://twitter.com/HardinHealth,True,"175 West Franklin Street Kenton, OH 43326"
Knox County Health Department,Knox,Vernon,OH,43050,(740) 392-2200,https://www.knoxhealth.com/,https://www.facebook.com/knoxhealth/,https://twitter.com/knoxhealth/,True,"11660 Upper Gilchrist Rd Mount Vernon, OH 43050-9084"
Lake County General Health District,Lake County General,Mentor,OH,44060,(440) 350-2550,http://www.lcghd.org,https://www.facebook.com/LakeCountyGeneralHealthDistrict/,https://twitter.com/lchealthdist,True,"5966 Heisley Rd Mentor, OH 44060-1886"
Lawrence County Health Department,Lawrence,Ironton,OH,45638,(740) 532-3962,http://www.lawcohd.org/,https://www.facebook.com/lawcohd.org/,https://twitter.com/lawrcohd,True,"2122 S 8th ST Ironton, OH 45638-2502"
Licking County Health Department,Licking,Newark,OH,43055,(740) 349-6487,https://www.lickingcohealth.org/contact.html,https://www.facebook.com/lchealth,https://twitter.com/LickingHealth,True,"675 Price Rd Newark, OH 43055-9506"
Logan County Health District,Logan,Bellefontaine,OH,43311,(937) 592-9040,http://www.loganhealth.org,https://www.facebook.com/loganchd,https://twitter.com/logancohealth,True,"310 S Main St Bellefontaine, OH 43311-1720"
Lorain County Public Health,Lorain,Elyria,OH,44035,(440) 322-6367,https://www.loraincountyhealth.com,https://www.facebook.com/LorainCountyHealth/,https://twitter.com/loraincohealth,True,"9880 South Murray Ridge Road Elyria, OH 44035-6957"
Madison County Public Health,Madison,London,OH,43140,(740) 852-3065,http://www.co.madison.oh.us/services/public_health/index.php,https://www.facebook.com/Madison-County-Health-Department-126626977347396/,https://twitter.com/MadisonCountyph,True,"PO BOX 467 London, OH 43140-0467"
Mahoning County District Board of Health,Mahoning,Youngstown,OH,44515,(330) 270-2855,https://www.mahoninghealth.org,,,True,"50 Westchester DR Youngstown, OH 44515-3991"
Marietta/Belpre Health Department,Marietta/Belpre,Marietta,OH,45750,(740) 373-0611,https://mariettabelprehealth.org,,,True,"304 Putnam St Marietta, OH 45750-3022"
Marion Public Health,Marion,Marion,OH,43302,(740) 692-9102,https://marionpublichealth.org/,,,True,"181 S Main St Marion, OH 43302-3964"
Massillon City Health Department,Massillon,Massillon,OH,44646,(330) 830-1712,https://massillonohio.gov/health-department/,,,True,"611 Erie ST S Massillon, OH 44646-6711"
Medina County Health Department,Medina,Medina,OH,44256,(330) 662-0528,https://medinahealth.org,,,True,"4800 Ledgewood Dr Medina, OH 44256-7666"
Meigs County Health Department,Meigs,Pomeroy,OH,45769,(740) 992-6626,https://www.meigs-health.com/,,,True,"112 E Memorial Dr Ste A Pomeroy, OH 45769-9569"
Mercer County Health District,Mercer,Celina,OH,45822,(419) 586-3251 (1450),http://www.mchdohio.org,,,True,"220 W Livingston St Ste B152 Celina, OH 45822-1698"
Miami County Public Health,Miami,Troy,OH,45373,(937) 573-3505,http://www.miamicountyhealth.net,,,True,"510 W Water St Ste 130 Troy, OH 45373-2985"
Monroe County Health Department,Monroe,Woodsfield,OH,43793,(740) 472-1677,https://www.co.monroe.mi.us/officials_and_departments/departments/health_department/index.php,https://www.facebook.com/MonroeCountyHealthyLiving,,True,"118 Home Ave Woodsfield, OH 43793-1291"
Morgan County Health Department,Morgan,McConnelsville,OH,43756,(740) 962-4572 (201),https://morganpublichealth.org/,,,True,"4275 N State Route 376 NW McConnelsville, OH 43756-9145"
Morrow County Health District,Morrow,Gilead,OH,43338,(419) 947-1545,http://www.morrowcountyhealth.org,https://www.facebook.com/MorrowCountyHD/,https://twitter.com/morrowcountyhd,True,"480 Douglas Street Mount Gilead, OH 43338-1097"
New Philadelphia City Health Department,New Philadelphia,Philadelphia,OH,44663,(330) 364-4491 (1208),https://www.newphiladelphiaoh.gov/170/Health-Department,https://www.facebook.com/cityofnewphiladelphiaoh/,https://twitter.com/NewPhilaOh,True,"150 E High Ave Ste 011 New Philadelphia, OH 44663-4501"
Noble County Health Department,Noble,Caldwell,OH,43724,(740) 732-4958,http://www.noblecohd.org,https://www.facebook.com/NobleCountyHealth/,,True,"44069 Marietta Rd Caldwell, OH 43724-9124"
Norwood City Board of Health,Norwood,Norwood,OH,45212,(513) 458-4600,https://www.norwood-ohio.com/health-department,https://www.facebook.com/Norwood-City-Health-Department-147916138786/,,True,"2059 Sherman Ave Norwood, OH 45212-2633"
Oakwood City Health Department,Oakwood,Oakwood,OH,45419,(937) 298-0600,https://oakwoodohio.gov/departments/oakwood-health-district/,,,True,"30 Park Ave Oakwood, OH 45419-3426"
Ottawa County Health Department,Ottawa,Clinton,OH,43452,(419) 734-6800,http://www.ottawahealth.org,https://www.facebook.com/Ottawa-County-Health-Department-299912327087436/,,True,"1856 E Perry St Port Clinton, OH 43452-4200"
Paulding County Health Department,Paulding,Paulding,OH,45879,(419) 399-3921,https://www.pauldingcountyhealth.com,https://www.facebook.com/PauldingCountyHealthDept,,True,"800 E Perry ST Paulding, OH 45879-9229"
Perry County Health Department,Perry,Lexington,OH,43764,(740) 342-5179,http://perrycountyhealth.info/,,,True,"409 Lincoln Park Dr New Lexington, OH 43764-1033"
Pickaway County General Health District,Pickaway County General,Circleville,OH,43113,(740) 477-9667,https://pickawaycountypublichealth.org/,https://www.facebook.com/pickawayhealth/,,True,"110 Island Rd Ste C Circleville, OH 43113-9197"
Pike County General Health District,Pike County General,Waverly,OH,45690,(740) 947-7721,http://www.pike-health.org/,,https://twitter.com/pikehealth,True,"116 S Market St Waverly, OH 45690-1359"
Portage County Combined General Health District,Portage County Combined General,Ravenna,OH,44266,(330) 296-9919,https://portagehealth.net/,https://www.facebook.com/PortageCountyHealthDept/,https://twitter.com/PortageCoHealth,True,"999 E Main ST Ravenna, OH 44266-3325"
Portsmouth City Health Department,Portsmouth,Portsmouth,OH,45662,(740) 352-2560,https://portsmouthcityhealth.org/,https://www.facebook.com/PortsmouthCityHealthDepartment/,,True,"605 Washington ST Portsmouth, OH 45662-3919"
Preble County Public Health,Preble,Eaton,OH,45320,(937) 472-0087 (7),http://www.preblecountyhealth.org,https://www.facebook.com/PrebleCoHealth/,https://twitter.com/preblecohealth,True,"615 Hillcrest Dr Eaton, OH 45320-8559"
Public Health - Dayton and Montgomery County,Public Health - Dayton and Montgomery,Dayton,OH,45422,(937) 225-5700,http://www.phdmc.org/,https://www.facebook.com/PublicHealthDMC/,https://twitter.com/PublicHealthDMC,True,"117 S Main St, Reibold Building Dayton, OH 45422-1280"
Putnam County Health Department,Putnam,Ottawa,OH,45875,(419) 523-5608,http://www.putnamhealth.com,https://www.facebook.com/PutnamCountyHealthDepartment/,,True,"256 Williamstown Rd Ottawa, OH 45875-1870"
Richland Public Health,Richland,Mansfield,OH,44907,(419) 774-4500,https://richlandhealth.org/,https://www.facebook.com/https://twitter.com/richlandhealth1?lang=de,,True,"555 Lexington Ave Mansfield, OH 44907-1502"
Ross County Health District,Ross,Chillicothe,OH,45601,(740) 779-9652,http://www.rosscountyhealth.org,,,True,"150 E 2nd St Chillicothe, OH 45601"
Salem City Health District,Salem,Salem,OH,44460,(330) 332-1618,http://www.salemcityhealthdistrict.org,,,True,"230 N Lincoln Ave Ste 104 Salem, OH 44460-2950"
Sandusky County Health Department,Sandusky,Fremont,OH,43420,(419) 334-6379,https://www.scpublichealth.com/,https://www.facebook.com/sanduskycopublichealth,https://twitter.com/sanduskycohd,True,"2000 Countryside DR Fremont, OH 43420-8560"
Scioto County Health Department,Scioto,Portsmouth,OH,45662,(740) 355-8358,http://www.sciotocountyhealthdepartment.com,https://www.facebook.com/sciotocountyhealthdepartment/,,True,"612 6th St. Suite D Portsmouth, OH 45662-3951"
Seneca County General Health District,Seneca County General,Tiffin,OH,44883,(419) 447-3691,https://www.senecahealthdept.org/,https://www.facebook.com/SCGHD,https://twitter.com/SenecaCoHealth,True,"92 E Perry ST Tiffin, OH 44883"
Shelby City Health Department,Shelby,Shelby,OH,44875,(419) 342-4242,https://shelbycityhealth.org/,https://www.facebook.com/shelbycityhealthdepartment/,,True,"43 W Main St Shelby, OH 44875-1239"
Sidney-Shelby County Health Department,Sidney-Shelby,Sidney,OH,45365,(937) 498-7249,http://www.shelbycountyhealthdept.org/,,,True,"202 W Poplar ST Sidney, OH 45365-2773"
Springdale City Health Department,Springdale,Springdale,OH,45246,(513) 346-5725,https://springdaleohio.gov/departments/health/index.php,https://www.facebook.com/SpringdaleOH/,,True,"11700 Springfield Pike Springdale, OH 45246-2312"
Stark County Combined General Health District,Stark County Combined General,Canton,OH,44720,(330) 493-9904,https://www.starkcountyohio.gov/public-health,,,True,"7235 Whipple Avenue NW North Canton, OH 44720"
Summit County Public Health,Summit,Akron,OH,44313,(330) 926-5654,http://www.scphoh.org/,,,True,"1867 W Market St Akron, OH 44313-6901"
Toledo-Lucas County Health Department,Toledo-Lucas,Toledo,OH,43604,(419) 392-4703,https://www.lucascountyhealth.com/,,,True,"635 N Erie St Toledo, OH 43604-5317"
Trumbull County Combined Health District,Trumbull,Cortland,OH,44410,(330) 675-7805,https://tcchd.org/,https://www.facebook.com/trumbullpublichealth,https://twitter.com/trumbull_health,True,"194 W. Main St. Cortland, OH 44410"
Tuscarawas County Health Department,Tuscarawas,Dover,OH,44622,(330) 343-5555,http://www.tchdnow.org/,,,True,"897 East Iron Avenue Dover, OH 44622-2030"
Union County Health Department,Union,Marysville,OH,43040,(937) 642-2053,http://www.uchd.net,,,True,"940 London Ave Ste 1100 Marysville, OH 43040-8037"
Van Wert County General Health District,Van Wert County General,Wert,OH,45891,(419) 238-0808,http://vanwertcountyhealth.org/,,,True,"1179 Westwood DR Ste 300 Van Wert, OH 45891-1474"
Vinton County Health Department,Vinton,McArthur,OH,45651,(740) 596-5233,https://vintonohhealth.org/,,,True,"31927 State Route 93 McArthur, OH 45651-8766"
Warren City Health District,Warren,Warren,OH,44481,(330) 841-2592,https://www.warren.org/health_department/index.php,,,True,"258 E Market St Warren, OH 44481-1203"
Warren County Health District,Warren,Lebanon,OH,45036,(513) 695-1566,http://www.wcchd.com,https://www.facebook.com/WCCHD.Ohio,https://twitter.com/WarrenCoHealth,True,"416 S East St Lebanon, OH 45036-2378"
Washington County Health Department,Washington,Marietta,OH,45750,(740) 374-2782,http://www.washingtongov.org,,,True,"342 Muskingum Dr Marietta, OH 45750-1435"
Wayne County Health Department,Wayne,Wooster,OH,44691,(216) 264-9590,https://www.wayne-health.org/,,,True,"203 S Walnut St Wooster, OH 44691-4753"
Williams County Health District,Williams,Montpelier,OH,43543,(419) 485-3141 (122),http://www.williamscountyhealth.org/,,,True,"310 Lincoln Ave Montpelier, OH 43543-1274"
Wood County Health Department,Wood,Green,OH,43402,(419) 352-8402,http://www.WoodCountyHealth.org,https://www.facebook.com/WCHDOhio,https://twitter.com/WCHDOhio,True,"1840 E Gypsy Lane RD Bowling Green, OH 43402-9173"
Wyandot County Public Health,Wyandot,Sandusky,OH,43351,(419) 294-3852,http://www.wyandothealth.com/,,,True,"127-A S. Sandusky Ave Upper Sandusky, OH 43351-1451"
Youngstown City Health District,Youngstown,Youngstown,OH,44503,(330) 742-8260,https://youngstownohio.gov/health,,,True,"9 W Front St Youngstown, OH 44503-1431"
Zanesville-Muskingum County Health Department,Zanesville-Muskingum,Zanesville,OH,43701,(740) 454-9741,http://www.zmchd.org,https://www.facebook.com/ZMCHD/,https://twitter.com/zmchd,True,"205 N 7Th St Zanesville, OH 43701-3791"
Adair County Health Department,Adair,Stilwell,OK,74960,(405) 593-1343,https://oklahoma.gov/health/locations/county-health-departments/adair-county-health-department.html,https://www.facebook.com/AdairCountyHealthDepartment/?__tn__=%2Cd%2CP-R&eid=ARCH4Lsuqfp4OuJOJMWcBFPdPzV_5xb0ePF2UdpT-6hXcK0vuwLF3gYYYF1Ymz0Aa2ZpO-4p8v_QxLSV,,True,"600 W Hickory St Stilwell, OK 74960-3622"
Atoka County Health Department,Atoka,Atoka,OK,74525,(580) 889-2116,https://oklahoma.gov/health/locations/county-health-departments/atoka-county-health-department.html,https://www.facebook.com/Atoka-County-Health-Department-102880793399232/?__tn__=%2Cd%2CP-R&eid=ARCGgrrpH5-aWM9jAsxrkJvfyZ3gUR1hB4blK-OCxjYcrKC_sNGDi2nntDJ4Au3vEE0yUPx7SOC_0J1r,,True,"932 W 13Th St Atoka, OK 74525-3425"
Beaver County Health Department,Beaver,Beaver,OK,73932,(580) 327-3192,https://oklahoma.gov/health/locations/county-health-departments/beaver-county-health-department.html,https://www.facebook.com/BeaverCHD/,,True,"Hwy 270 S. Beaver, OK 73932"
Beckham County Health Department,Beckham,Sayre,OK,73662,(580) 585-6649,https://oklahoma.gov/health/locations/county-health-departments/beckham-county-health-department/services.html,https://www.facebook.com/BCHDElkCitySayre,,True,"115 S 4Th St Sayre, OK 73662-2924"
Blaine County Health Department,Blaine,Watonga,OK,73772,(580) 623-7977,https://oklahoma.gov/health/locations/county-health-departments/blaine-county-health-department/services.html,https://www.facebook.com/blainecountyhealthdept/,,True,"521 W 4Th St Watonga, OK 73772-2853"
Broken Bow-Choctaw Nation Health Center,Broken Bow-Choctaw Nation,Bow,OK,74728,(580) 584-2766,https://www.cnhsa.com/locations/clinic/broken-bow-community-clinic/,,,False,"1300 E DR Martin Luther King DR Broken Bow, OK 74728-4107"
Bryan County Health Department,Bryan,Durant,OK,74701,(580) 924-4285,https://oklahoma.gov/health/locations/county-health-departments/bryan-county-health-department.html,https://www.facebook.com/BryanCHDOK/?__tn__=%2Cd%2CP-R&eid=ARBw1u63EZopkdH8FaQ-Yyu0qbyt1_rsMLz2l6I4yxl7w6mcwaVOdxGyBNggdgPJ_3Fa4V5sceYNc3Es,,True,"1524 Chuckwa Dr Durant, OK 74701-2142"
Caddo County Health Department,Caddo,Anadarko,OK,73005,(405) 247-2507,https://oklahoma.gov/health/locations/county-health-departments/caddo-county-health-department.html,https://www.facebook.com/CaddoCHD/,,True,"216 W Broadway St Anadarko, OK 73005-2808"
Canadian County Health Department,Canadian,Reno,OK,73036,(580) 233-0650 (145),https://oklahoma.gov/health/locations/county-health-departments/canadian-county-health-department.html,https://www.facebook.com/CanadianCoHealth/,https://twitter.com/CanadianCHD,True,"6100 E. Hwy 66 El Reno, OK 73036-2733"
Carter County Health Department,Carter,Ardmore,OK,73401,(580) 223-9705,https://oklahoma.gov/health/locations/county-health-departments/carter-county-health-department.html,https://www.facebook.com/CarterOkHealthDept/?ref=br_rs,,True,"405 S Washington St Ardmore, OK 73401-7044"
Cherokee County Health Department,Cherokee,Tahlequah,OK,74464,(405) 593-1343,https://oklahoma.gov/health/locations/county-health-departments/cherokee-county-health-department/services.html,https://www.facebook.com/Cherokee-County-Health-Department-102668651405237/,,True,"1298 W 4th ST Tahlequah, OK 74464-5034"
Cherokee Nation Public Health,Cherokee Nation,Tahlequah,OK,74465,(539) 234-2721,https://health.cherokee.org/public-health/,https://www.facebook.com/CNHealthyNation/info?tab=page_info,https://twitter.com/cnhealthynation,True,"PO BOX 948 Tahlequah, OK 74465-0948"
Chickasaw Nation Public Health,Chickasaw Nation,Ada,OK,74820,(580) 421-4548,https://chickasawnationhealth.net/Public-Health,,,True,"1925 Warrior Way Ada, OK 74820-3491"
Choctaw County Health Department,Choctaw,Hugo,OK,74743,(580) 326-8821,https://oklahoma.gov/health/locations/county-health-departments/choctaw-county-health-department.html,https://www.facebook.com/CleCountyHealth/?__tn__=%2Cd%2CP-R&eid=ARDjmZh9QfdAJLtYQ-7tCU0hMlOhdMwMhrELqELGvjN1O3fKJYZ2sCeZsN3XHWvRSvlVwkE5YTW5LKC6,,True,"103 S 4Th St Hugo, OK 74743-4407"
Choctaw Nation Health Services Authority,Choctaw Nation,Durant,OK,74701,(539) 316-3851,http://www.choctawnation.com,,,True,"1801 Chukka Hina Durant, OK 74701-7117"
Cleveland County Health Department,Cleveland,Norman,OK,73071,(405) 321-4048,https://oklahoma.gov/health/locations/county-health-departments/cleveland-county-health-department.html,https://www.facebook.com/CleCountyHealth/,,True,"250 12th Ave NE Norman, OK 73071"
Coal County Health Department,Coal,Coalgate,OK,74538,(580) 927-2367,https://oklahoma.gov/health/locations/county-health-departments/coal-county-health-department.html,https://www.facebook.com/Coal-County-Health-Department-393837434145384/,,True,"1404 S Broadway St Coalgate, OK 74538-2619"
Comanche County Health Department,Comanche,Lawton,OK,73502,(580) 585-6649,https://oklahoma.gov/health/locations/county-health-departments/comanche-county-health-department/services.html,https://www.facebook.com/pages/Comanche-County-Health-Department/703654586387299,,True,"PO Box 87 Lawton, OK 73502-0087"
Cotton County Health Department,Cotton,Walters,OK,73572,(580) 875-6121,https://oklahoma.gov/health/locations/county-health-departments/cotton-county-health-department/services.html,https://www.facebook.com/CottonCHD/,,True,"1501 S 7Th St # A Walters, OK 73572-2463"
Craig County Health Department,Craig,Vinita,OK,74301,(918) 256-7531,https://oklahoma.gov/health/locations/county-health-departments/craig-county-health-department.html,https://www.facebook.com/CraigCHD/?__tn__=%2Cd%2CP-R&eid=ARB86J-a3DZps_y1n_Xa0TyXOcB0yYe3-5rbSiqM0Ev57T5AwY9MxRJGp-ajJOijgGsn6NdQyvvIJcde,,True,"115 E Delaware Ave Vinita, OK 74301-4204"
Creek County Health Department,Creek,Sapulpa,OK,74066,(918) 224-5531,https://oklahoma.gov/health/locations/county-health-departments/creek-county-health-department.html,https://www.facebook.com/CreekCoHealth/,,True,"314 E. Dewey Sapulpa, OK 74066"
Custer County Health Department,Custer,Clinton,OK,73601,(580) 323-2100,https://oklahoma.gov/health/locations/county-health-departments/custer-county-health-department.html,https://www.facebook.com/Custer-County-Health-Department-601712636536213/,,True,"3030 Custer Ave Clinton, OK 73601-9117"
Delaware County Health Department,Delaware,Jay,OK,74346,(918) 253-4511,https://oklahoma.gov/health/locations/county-health-departments/delaware-county-health-department/county-services.html,https://www.facebook.com/DelawareCHD/?__tn__=%2Cd%2CP-R&eid=ARAKMQiQwkY6C8Je56wAU87eP9JaCJz8Att6fp2Q5bdJ7BbBngvLpuWAJLb-1geutgVwl2GY1TwPb0L-,,True,"438 S. 9th St. Jay, OK 74346"
Garfield County Health Department,Garfield,Enid,OK,73701,(580) 233-0650 (145),https://oklahoma.gov/health/locations/county-health-departments/garfield-county-health-department.html,https://www.facebook.com/garfieldcountyhealthdepartment/,,True,"2501 Mercer Dr Enid, OK 73701-8602"
Garvin County Health Department,Garvin,Valley,OK,73075,(405) 238-7346,https://oklahoma.gov/health/locations/county-health-departments/garvin-county-health-department.html,https://www.facebook.com/GarvinCHD/,,True,"1809 S Chickasaw St Pauls Valley, OK 73075-6816"
Grady County Health Department,Grady,Chickasha,OK,73018,(405) 224-2022,https://oklahoma.gov/health/locations/county-health-departments/grady-county-health-department.html,https://www.facebook.com/Grady-County-Health-Department-481384285384360/?__tn__=%2Cd%2CP-R&eid=ARBd5-H78XtHwp6xXe2KYXlGS8i0LIIb6EPLCLA02b-VWCR60ZQysjWUY7qgf3367rGvu5dEDJaan_6y,,True,"205 W. Chickasha Ave. Chickasha, OK 73018-2736"
Grant County Health Department,Grant,Medford,OK,73759,(580) 395-2906,https://oklahoma.gov/health/locations/county-health-departments/grant-county-health-department.html,https://www.facebook.com/grantcountyhealthdepartment/,,True,"103 S. 2nd St. Medford, OK 73759-1231"
Greer County Health Department,Greer,Mangum,OK,73554,(580) 782-5531,https://oklahoma.gov/health/locations/county-health-departments/greer-county-health-department.html,https://www.facebook.com/Greer-County-Health-Department-797429593744734,,True,"2100 N. Loius Tittle Mangum, OK 73554"
Harmon County Health Department,Harmon,Hollis,OK,73550,(580) 688-3348,https://oklahoma.gov/health/locations/county-health-departments/harmon-county-health-department/services.html,https://www.facebook.com/HarmonCountyHealthDepartment/,,True,"1104 N 7Th St Hollis, OK 73550-1445"
Harper County Health Department,Harper,Laverne,OK,73848,(580) 921-2029,https://oklahoma.gov/health/locations/county-health-departments/harper-county-health-department.html,https://www.facebook.com/HarperCountyHealthDepartment/,,True,"7th & Oklahoma, Suite 9 Laverne, OK 73848"
Haskell County Health Department,Haskell,Stigler,OK,74462,(405) 593-1343,https://oklahoma.gov/health/locations/county-health-departments/haskell-county-health-department.html,https://www.facebook.com/HaskellCHD/?__tn__=%2Cd%2CP-R&eid=ARD4gfpGNuII5AHeFYElxOa1ViZ_EcxdT10KJu44wKfqYo1AdtXb46Whmpm84JhSrGg9l4KnnNM8d6cp,,True,"901 NW 6th ST Stigler, OK 74462-1617"
Hughes County Health Department,Hughes,Holdenville,OK,74848,(405) 314-1790,https://oklahoma.gov/health/locations/county-health-departments/hughes-county-health-department.html,,,True,"200 Mcdougal Dr Holdenville, OK 74848-2811"
Hugo-Choctaw Nation Indian Health Clinic,Hugo-Choctaw Nation Indian Health Clinic,Hugo,OK,74743,(580) 326-7561,,,,True,"410 N M ST Hugo, OK 74743-1820"
Jackson County Health Department,Jackson,Altus,OK,73521,(580) 482-7308,https://oklahoma.gov/health/locations/county-health-departments/jackson-county-health-department.html,https://www.facebook.com/JCHDAltus,,True,"401 W Tamarack Rd Altus, OK 73521-1599"
Jefferson County Health Department,Jefferson,Waurika,OK,73573,(580) 228-2313,https://oklahoma.gov/health/locations/county-health-departments/jefferson-county-health-department.html,https://www.facebook.com/pages/Jefferson-County-Health-Dept/154929831233996,,True,"107 E Anderson Ave Waurika, OK 73573-3008"
Johnston County Health Department,Johnston,Tishomingo,OK,73460,(580) 371-2470,https://oklahoma.gov/health/locations/county-health-departments/johnston-county-health-department.html,https://www.facebook.com/Johnston-County-Health-Department-OK-107812620923580/?ref=br_rs,,True,"1080 S Byrd St Tishomingo, OK 73460-3265"
Kay County Health Department,Kay,City,OK,74601,(580) 762-1641,https://oklahoma.gov/health/locations/county-health-departments/kay-county-health-department.html,https://www.facebook.com/KayCoHD/?ref=br_rs,,True,"433 Fairview Ave Ponca City, OK 74601-1923"
Kingfisher County Health Department,Kingfisher,Kingfisher,OK,73750,(405) 375-3008,https://oklahoma.gov/health/locations/county-health-departments/kingfisher-county-health-department.html,https://www.facebook.com/KingfisherCoHealth/,,True,"421 W Bowman Ave Kingfisher, OK 73750-3200"
Kiowa County Health Department,Kiowa,Hobart,OK,73651,(580) 585-6649,https://oklahoma.gov/health/locations/county-health-departments/kiowa-county-health-department.html,https://www.facebook.com/Kiowa-County-Health-Department-567993296688655/,,True,"431 W Elm St Hobart, OK 73651-1615"
Latimer County Health Department,Latimer,Wilburton,OK,74578,(580) 924-4285,https://oklahoma.gov/health/locations/county-health-departments/latimer-county-health-department.html,https://www.facebook.com/Latimer-County-Health-Department-247910135590048/?__tn__=%2Cd%3C-R&eid=ARDaWRNb2KspLc9o5BcCcm5hN2ofvIEuGgMDIxTBpqx5sgULOYtKv6-hUgCH2XJGKaR5i4MOSJq3_mSs,,True,"201 W Main St Wilburton, OK 74578-4045"
LeFlore County Health Department,LeFlore,Poteau,OK,74953,(580) 924-4285,https://oklahoma.gov/health/locations/county-health-departments/leflore-county-health-department.html,https://www.facebook.com/LeFloreCHD/,,True,"1204 Dewey Ave Poteau, OK 74953-4414"
Lincoln County Health Department,Lincoln,Chandler,OK,74834,(405) 596-3434,https://oklahoma.gov/health/locations/county-health-departments/lincoln-county-health-department.html,https://www.facebook.com/LincolnCoHealth/?__tn__=%2Cd%2CP-R&eid=ARBivN_c9FKTPZfbXyE5vYCHGVj2hI5k9EeY3x9Jpsx_DKElMk7KGU8eNbIpfG_lTS9iWNqoTKlmJIUE,,True,"101 Meadow Ln Chandler, OK 74834-8786"
Logan County Health Department,Logan,Guthrie,OK,73044,(580) 233-0650,https://oklahoma.gov/health/locations/county-health-departments/logan-county-health-department.html,https://www.facebook.com/LoganCoHealth/?ref=hl,,True,"215 Fairgrounds Rd Ste A Guthrie, OK 73044-4755"
Love County Health Department,Love,Marietta,OK,73448,(405) 437-8165,https://oklahoma.gov/health/locations/county-health-departments/love-county-health-department.html,https://www.facebook.com/LoveCoHealthDept/,,True,"PO Box 440 Marietta, OK 73448"
Major County Health Department,Major,Fairview,OK,73737,(580) 233-0650 (145),https://oklahoma.gov/health/locations/county-health-departments/major-county-health-department.html,https://www.facebook.com/majorcountyhealthdepartment/,,True,"501 E Broadway Fairview, OK 73737-2207"
Marshall County Health Department,Marshall,Madill,OK,73446,(405) 437-8165,https://oklahoma.gov/health/locations/county-health-departments/marshall-county-health-department.html,https://www.facebook.com/MarshallCoHealthDept/?__tn__=%2Cd%2CP-R&eid=ARCWCX9aFBz3-DvuVb_rFTc-7Wfsm6_xEKB5FHHGezIOgyGEf607Ei-4DgOhtcTxeGXkLczprw-34-Zf,,True,"310 W Lillie Blvd Madill, OK 73446-1233"
Mayes County Health Department,Mayes,Pryor,OK,74361,(918) 825-4224,https://oklahoma.gov/health/locations/county-health-departments/mayes-county-health-department.html,https://www.facebook.com/MayesCHD/,,True,"111 NE 1st St Pryor, OK 74361"
McAlester-Choctaw Nation Indian Health Clinic,McAlester-Choctaw Nation Indian Health Clinic,Mcalester,OK,74501,(918) 423-8440,,,,True,"1127 S George Nigh Expy Mcalester, OK 74501-7143"
McClain County Health Department,McClain,Blanchard,OK,73010,(405) 527-6541,https://oklahoma.gov/health/locations/county-health-departments/mcclain-county-health-department.html,https://www.facebook.com/McClain-County-Health-Department-1907183562865973/,,True,"600 N. Main St Blanchard, OK 73010"
McCurtain County Health Department,McCurtain,Idabel,OK,74745,(580) 286-6628,https://oklahoma.gov/health/locations/county-health-departments/mccurtain-county-health-department.html,https://www.facebook.com/McCurtainCHD/,,True,"1400 Lynn Ln Idabel, OK 74745"
McIntosh County Health Department,McIntosh,Eufaula,OK,74432,(918) 689-7774,https://oklahoma.gov/health/locations/county-health-departments/mcintosh-county-health-department/services.html,https://www.facebook.com/McIntosh-County-Health-Department-113659072344192/,,True,"29 Hospital Dr Eufaula, OK 74432"
Murray County Health Department,Murray,Sulphur,OK,73086,(580) 622-4056,https://oklahoma.gov/health/locations/county-health-departments/murray-county-health-department/services.html,https://www.facebook.com/Murray-County-Health-Department-OK-102375148140845/?__tn__=%2Cd%2CP-R&eid=ARC3G6L-9BIbKVkxUiRw_c2X7lQMv8rFuC8qBes6XFiKL3fpjHaI9fempx_AUpiY1x1EQ8W3KY8rXOXu,,True,"730 Cambridge Sulphur, OK 73086"
Muscogee (Creek) Nation Division of Health,Muscogee (Creek) Nation,Tulsa,OK,74133,(918) 233-9550,http://www.creekhealth.org,,,True,"10109 E 79th St Tulsa, OK 74133"
Muskogee County Health Department,Muskogee,Muskogee,OK,74401,(918) 683-0321,https://oklahoma.gov/health/locations/county-health-departments/muskogee-county-health-department.html,https://www.facebook.com/MCHD.ok.gov/,,True,"530 S 34th St Muskogee, OK 74401"
